Título,Precio,Dirección,URL,Metros cuadrados,Recámaras,Baños
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30026279","$8,950,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-30026279#pagina=43&tipos=casas-venta&area=veracruz&pos=44,351,3,4
", Col. Barrillas, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96535, ID: 25541522","$3,200,000 MXN"," , Col. Barrillas",https://propiedades.com/inmuebles/casa-en-venta-barrillas-veracruz-25541522#pagina=43&tipos=casas-venta&area=veracruz&pos=45,229,3,2
", Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28664717","$3,850,000 MXN"," , Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-las-lomas-residencial-veracruz-28664717#pagina=43&tipos=casas-venta&area=veracruz&pos=46,No disponible,No disponible,No disponible
"Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 30008586","$4,780,000 MXN",Col. El Dorado,https://propiedades.com/inmuebles/casa-en-venta-el-dorado-veracruz-30008586#pagina=43&tipos=casas-venta&area=veracruz&pos=47,233,3,4
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27255139","$3,750,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-27255139#pagina=44&tipos=casas-venta&area=veracruz&pos=1,184,3,3
"Iguana #271, Col. Geovillas los Pinos, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91808, ID: 26492657","$1,680,000 MXN","Iguana #271, Col. Geovillas los Pinos",https://propiedades.com/inmuebles/casa-en-venta-iguana-271-geovillas-los-pinos-veracruz-26492657#pagina=44&tipos=casas-venta&area=veracruz&pos=2,203,3,2
"X, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29868588","$7,000,000 MXN","X, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-x-las-lomas-residencial-veracruz-29868588#pagina=44&tipos=casas-venta&area=veracruz&pos=3,489,3,3
"AV. 5 #3731, Col. Moderna, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94640, ID: 29970637","$3,000,000 MXN","AV. 5 #3731, Col. Moderna",https://propiedades.com/inmuebles/casa-en-venta-av-5-3731-moderna-veracruz-29970637#pagina=44&tipos=casas-venta&area=veracruz&pos=4,330,3,1
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30013919","$45,000,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-30013919#pagina=44&tipos=casas-venta&area=veracruz&pos=6,804,3,3
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27387402","$12,250,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-27387402#pagina=44&tipos=casas-venta&area=veracruz&pos=7,462,3,5
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27255059","$16,300,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-27255059#pagina=44&tipos=casas-venta&area=veracruz&pos=8,553,4,5
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 18968477","$4,200,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-18968477#pagina=44&tipos=casas-venta&area=veracruz&pos=9,281,3,2
", Col. Las Olas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30005304","$7,200,000 MXN"," , Col. Las Olas Residencial",https://propiedades.com/inmuebles/casa-en-venta-las-olas-residencial-veracruz-30005304#pagina=44&tipos=casas-venta&area=veracruz&pos=10,290,3,3
"Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30052126","$3,550,000 MXN",Col. Lomas del Sol,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-30052126#pagina=44&tipos=casas-venta&area=veracruz&pos=11,160,3,2
", Col. Rosa Maria, Tuxpan, Veracruz de Ignacio de la Llave, México, C.P. 92860, ID: 19727650","$2,000,000 MXN"," , Col. Rosa Maria",https://propiedades.com/inmuebles/casa-en-venta-rosa-maria-veracruz-19727650#pagina=44&tipos=casas-venta&area=veracruz&pos=12,120,3,2
"Ciudad de las flores, Col. Tronconal, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91205, ID: 29958410","$1,350,000 MXN","Ciudad de las flores, Col. Tronconal",https://propiedades.com/inmuebles/casa-en-venta-ciudad-de-las-flores-tronconal-veracruz-29958410#pagina=44&tipos=casas-venta&area=veracruz&pos=13,136,3,4
"Gondolas 381 #381, Col. INFONAVIT el Morro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 27167667","$3,000,000 MXN","Gondolas 381 #381, Col. INFONAVIT el Morro",https://propiedades.com/inmuebles/casa-en-venta-gondolas-381-381-infonavit-el-morro-veracruz-27167667#pagina=44&tipos=casas-venta&area=veracruz&pos=14,No disponible,No disponible,No disponible
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30054623","$6,450,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-30054623#pagina=44&tipos=casas-venta&area=veracruz&pos=15,320,3,3
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27255066","$14,000,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-27255066#pagina=44&tipos=casas-venta&area=veracruz&pos=16,408,4,4
"Av 18 de octubre, Col. Santa Clara, Minatitlán, Veracruz de Ignacio de la Llave, México, C.P. 96730, ID: 29810374","$6,800,000 MXN","Av 18 de octubre, Col. Santa Clara",https://propiedades.com/inmuebles/casa-en-venta-av-18-de-octubre-santa-clara-veracruz-29810374#pagina=44&tipos=casas-venta&area=veracruz&pos=17,No disponible,No disponible,No disponible
"Tulipanes #12, Col. Coyol Seccion A, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91779, ID: 29802141","$1,800,000 MXN","Tulipanes #12, Col. Coyol Seccion A",https://propiedades.com/inmuebles/casa-en-venta-tulipanes-12-coyol-seccion-a-veracruz-29802141#pagina=44&tipos=casas-venta&area=veracruz&pos=18,160,2,2
"Mártires del 14 de Abril, Col. Nogales Centro, Nogales, Veracruz de Ignacio de la Llave, México, C.P. 94720, ID: 30081467","$2,950,000 MXN","Mártires del 14 de Abril, Col. Nogales Centro",https://propiedades.com/inmuebles/casa-en-venta-martires-del-14-de-abril-nogales-centro-veracruz-30081467#pagina=44&tipos=casas-venta&area=veracruz&pos=19,236,6,2
"Col. Lomas del Rosario, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95278, ID: 26901567","$3,500,000 MXN",Col. Lomas del Rosario,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-rosario-veracruz-26901567#pagina=44&tipos=casas-venta&area=veracruz&pos=20,175,3,3
", Col. Cañada de Las Ánimas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91195, ID: 25874185","$3,900,000 MXN"," , Col. Cañada de Las Ánimas",https://propiedades.com/inmuebles/casa-en-venta-canada-de-las-animas-veracruz-25874185#pagina=44&tipos=casas-venta&area=veracruz&pos=21,380,4,3
"casa en venta en Veracruz Fracc Lomas de la Rioja #265Int. 468, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 28832171","$3,350,000 MXN","casa en venta en Veracruz Fracc Lomas de la Rioja  #265Int. 468, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-de-la-rioja-265-lomas-de-la-rioja-veracruz-28832171#pagina=44&tipos=casas-venta&area=veracruz&pos=22,174,2,2
", Col. Playa de Vacas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 27161249","$6,400,000 MXN"," , Col. Playa de Vacas",https://propiedades.com/inmuebles/casa-en-venta-playa-de-vacas-veracruz-27161249#pagina=44&tipos=casas-venta&area=veracruz&pos=23,420,3,6
"CALLE 12 #1, Col. Los Carriles, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94517, ID: 25564835","$2,250,000 MXN","CALLE 12 #1, Col. Los Carriles",https://propiedades.com/inmuebles/casa-en-venta-calle-12-1-los-carriles-veracruz-25564835#pagina=44&tipos=casas-venta&area=veracruz&pos=24,240,4,3
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26901590","$6,990,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-26901590#pagina=44&tipos=casas-venta&area=veracruz&pos=25,358,3,3
"Villas Robles, Col. Villa Verde, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94657, ID: 28710885","$1,800,000 MXN","Villas Robles, Col. Villa Verde",https://propiedades.com/inmuebles/casa-en-venta-villas-robles-villa-verde-veracruz-28710885#pagina=44&tipos=casas-venta&area=veracruz&pos=27,114,3,1
"1 #C, Col. El Telefre, Emiliano Zapata, Veracruz de Ignacio de la Llave, México, C.P. 91643, ID: 28154278","$2,524,000 MXN","1 #C, Col. El Telefre",https://propiedades.com/inmuebles/casa-en-venta-1-c-el-telefre-veracruz-28154278#pagina=44&tipos=casas-venta&area=veracruz&pos=28,140,2,2
"Fracc. Las Palmas, Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29955382","$6,450,000 MXN","Fracc. Las Palmas, Col. Las Palmas",https://propiedades.com/inmuebles/casa-en-venta-fracc-las-palmas-las-palmas-veracruz-29955382#pagina=44&tipos=casas-venta&area=veracruz&pos=29,382,4,4
"Col. Rincon Del Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30076617","$3,490,000 MXN",Col. Rincon Del Conchal,https://propiedades.com/inmuebles/casa-en-venta-rincon-del-conchal-veracruz-30076617#pagina=44&tipos=casas-venta&area=veracruz&pos=30,130,2,3
". #., Col. Xana Plus, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91699, ID: 28316203","$1,733,000 MXN",". #., Col. Xana Plus",https://propiedades.com/inmuebles/casa-en-venta--xana-plus-veracruz-28316203#pagina=44&tipos=casas-venta&area=veracruz&pos=31,95,3,2
"Rosario, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29928417","$8,000,000 MXN","Rosario, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-rosario-las-lomas-residencial-veracruz-29928417#pagina=44&tipos=casas-venta&area=veracruz&pos=32,489,3,3
", Col. Miramar, Tampico Alto, Veracruz de Ignacio de la Llave, México, C.P. 92053, ID: 23457338","$1,680,000 MXN"," , Col. Miramar",https://propiedades.com/inmuebles/casa-en-venta-miramar-veracruz-23457338#pagina=44&tipos=casas-venta&area=veracruz&pos=33,166,3,1
"CIRCUNVALACION, Col. Ampliación Villa Rica, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94298, ID: 29793828","$2,590,000 MXN","CIRCUNVALACION, Col. Ampliación Villa Rica",https://propiedades.com/inmuebles/casa-en-venta-circunvalacion-ampliacion-villa-rica-veracruz-29793828#pagina=44&tipos=casas-venta&area=veracruz&pos=34,150,3,2
"doceava rio jamapa, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 26635991","$2,495,000 MXN","doceava rio jamapa, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-doceava-rio-jamapa-lomas-de-la-rioja-veracruz-26635991#pagina=44&tipos=casas-venta&area=veracruz&pos=35,179,3,2
"Lomas de la rioja, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29867646","$3,720,000 MXN","Lomas de la rioja, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-lomas-de-la-rioja-veracruz-29867646#pagina=44&tipos=casas-venta&area=veracruz&pos=37,176,3,3
"Playas de Conchal, Alvarado, Veracruz, Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 24958434","$2,995,000 MXN","Playas de Conchal, Alvarado, Veracruz, Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-alvarado-veracruz-playas-de-conchal-veracruz-24958434#pagina=44&tipos=casas-venta&area=veracruz&pos=38,190,3,2
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27744656","$9,250,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-27744656#pagina=44&tipos=casas-venta&area=veracruz&pos=40,436,3,5
", Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30086139","$8,280,000 MXN"," , Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-30086139#pagina=44&tipos=casas-venta&area=veracruz&pos=41,500,4,4
"Casa en venta en Xalapa Fracc Las Animas en Xalapa Ver #267Int. 167, Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 28285733","$5,050,000 MXN","Casa en venta en Xalapa Fracc Las Animas en Xalapa Ver #267Int. 167, Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-xalapa-fracc-las-animas-en-xalapa-ver-267-xalapa-enriquez-centro-veracruz-28285733#pagina=44&tipos=casas-venta&area=veracruz&pos=42,280,4,4
"Sendero #1, Col. El Sendero Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29906699","$4,400,000 MXN","Sendero  #1, Col. El Sendero Residencial",https://propiedades.com/inmuebles/casa-en-venta-sendero--1-el-sendero-residencial-veracruz-29906699#pagina=44&tipos=casas-venta&area=veracruz&pos=43,236,3,4
"AV PAPANTLA, Col. Nueva Imagen, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93369, ID: 26775364","$3,200,000 MXN","AV PAPANTLA, Col. Nueva Imagen",https://propiedades.com/inmuebles/casa-en-venta-av-papantla-nueva-imagen-veracruz-26775364#pagina=44&tipos=casas-venta&area=veracruz&pos=45,No disponible,No disponible,No disponible
"Francisco Gonzales Bocanegra LB, Col. Puerto México, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96510, ID: 28699797","$3,800,000 MXN","Francisco Gonzales Bocanegra LB, Col. Puerto México",https://propiedades.com/inmuebles/casa-en-venta-francisco-gonzales-bocanegra-lb-puerto-mexico-veracruz-28699797#pagina=44&tipos=casas-venta&area=veracruz&pos=46,275,3,3
", Col. Playa de Vacas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 26038403","$5,500,000 MXN"," , Col. Playa de Vacas",https://propiedades.com/inmuebles/casa-en-venta-playa-de-vacas-veracruz-26038403#pagina=44&tipos=casas-venta&area=veracruz&pos=47,270,3,3
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28740408","$5,500,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-28740408#pagina=45&tipos=casas-venta&area=veracruz&pos=2,337,3,3
", Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 27302549","$2,200,000 MXN"," , Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-floresta-veracruz-27302549#pagina=45&tipos=casas-venta&area=veracruz&pos=3,125,3,2
"PaseoPlayas del Conchal, Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 22256647","$4,700,000 MXN","PaseoPlayas del Conchal, Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-paseoplayas-del-conchal-playas-de-conchal-veracruz-22256647#pagina=45&tipos=casas-venta&area=veracruz&pos=4,305,4,4
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26901577","$11,000,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-26901577#pagina=45&tipos=casas-venta&area=veracruz&pos=5,390,3,3
", Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 27246602","$2,500,000 MXN"," , Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-floresta-veracruz-27246602#pagina=45&tipos=casas-venta&area=veracruz&pos=6,380,4,3
"Calle Francisco Canal #1800, Col. Veracruz Centro, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91700, ID: 30052475","$1,700,000 MXN","Calle Francisco Canal #1800, Col. Veracruz Centro",https://propiedades.com/inmuebles/casa-en-venta-calle-francisco-canal-1800-veracruz-centro-veracruz-30052475#pagina=45&tipos=casas-venta&area=veracruz&pos=9,127,3,3
", Col. Barrancas, Cosoleacaque, Veracruz de Ignacio de la Llave, México, C.P. 96345, ID: 25512070","$6,000,000 MXN"," , Col. Barrancas",https://propiedades.com/inmuebles/casa-en-venta-barrancas-veracruz-25512070#pagina=45&tipos=casas-venta&area=veracruz&pos=10,402,3,3
", Col. San José Novillero, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94286, ID: 27246582","$2,260,000 MXN"," , Col. San José Novillero",https://propiedades.com/inmuebles/casa-en-venta-san-jose-novillero-veracruz-27246582#pagina=45&tipos=casas-venta&area=veracruz&pos=11,No disponible,No disponible,No disponible
"Ilhuicamina, Col. Lomas de la Pradera, Emiliano Zapata, Veracruz de Ignacio de la Llave, México, C.P. 91637, ID: 29368900","$2,580,000 MXN","Ilhuicamina, Col. Lomas de la Pradera",https://propiedades.com/inmuebles/casa-en-venta-ilhuicamina-lomas-de-la-pradera-veracruz-29368900#pagina=45&tipos=casas-venta&area=veracruz&pos=12,185,3,3
"Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30061113","$5,600,000 MXN",Col. Playas de Conchal,https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-30061113#pagina=45&tipos=casas-venta&area=veracruz&pos=13,281,3,3
"Templo Mayor #000, Col. Nueva Imagen, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96536, ID: 29546534","$1,600,000 MXN","Templo Mayor #000, Col. Nueva Imagen",https://propiedades.com/inmuebles/casa-en-venta-templo-mayor-000-nueva-imagen-veracruz-29546534#pagina=45&tipos=casas-venta&area=veracruz&pos=14,205,3,2
", Col. Parcela 14, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93250, ID: 25576663","$1,900,000 MXN"," , Col. Parcela 14",https://propiedades.com/inmuebles/casa-en-venta-parcela-14-veracruz-25576663#pagina=45&tipos=casas-venta&area=veracruz&pos=15,189,5,5
"Col. Guadalupe Victoria, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93290, ID: 25371380","$1,200,000 MXN",Col. Guadalupe Victoria,https://propiedades.com/inmuebles/casa-en-venta-guadalupe-victoria-veracruz-25371380#pagina=45&tipos=casas-venta&area=veracruz&pos=16,350,2,1
"Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30086138","$7,800,000 MXN",Col. Lomas Diamante,https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-30086138#pagina=45&tipos=casas-venta&area=veracruz&pos=17,335,4,3
"graciano sanchez #180, Col. Lomas Del Mar, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 29809890","$2,750,000 MXN","graciano sanchez #180, Col. Lomas Del Mar",https://propiedades.com/inmuebles/casa-en-venta-graciano-sanchez-180-lomas-del-mar-veracruz-29809890#pagina=45&tipos=casas-venta&area=veracruz&pos=18,144,3,3
